"","Constituency.Name","Electorate","Votes","Lab","Con","LD","Grn","UKIP","SNP","year","leave"
"655","Hexham",60360,43483,8253,18795,13007,0,0,0,2010,0.4538836705
"656","Hexham",59708,43345,10803,22834,2961,2445,4302,0,2015,0.4538836705
"657","Heywood and Middleton",79989,48538,20926,9268,1607,1110,15627,0,2015,0.6242561164
"658","Heywood and Middleton",80171,46125,18499,12528,10474,0,1215,0,2010,0.6242561164
"659","High Peak",71458,50337,15910,20587,10993,922,1690,0,2010,0.5054802765
"660","High Peak",73336,50789,17942,22836,2389,1811,5811,0,2015,0.5054802765
"661","Hitchin and Harpenden",80333,55375,11433,31488,4484,3053,4917,0,2015,0.3979351954
"662","Hitchin and Harpenden",73851,54707,7413,29869,14598,807,1663,0,2010,0.3979351954
"663","Holborn and St Pancras",86563,54649,25198,11134,15256,1480,587,0,2010,0.2665874363
"664","Holborn and St Pancras",86764,54917,29062,12014,3555,7013,2740,0,2015,0.2665874363
"665","Hornchurch and Upminster",79331,55236,11103,27051,1501,1411,13977,0,2015,0.6949469368
"666","Hornchurch and Upminster",78547,53390,11098,27469,7426,542,2848,0,2010,0.6949469368
"667","Hornsey and Wood Green",79247,57785,29417,5347,18359,3146,1271,0,2015,0.2498291003
"668","Hornsey and Wood Green",78748,55042,18720,9174,25595,1261,0,0,2010,0.2498291003
"669","Horsham",77564,55841,4189,29447,17987,570,2839,0,2010,0.4866966003
"670","Horsham",79085,56925,6499,32627,6647,2198,7969,0,2015,0.4866966003
"671","Houghton and Sunderland South",68729,38021,19137,8147,5292,0,1022,0,2010,0.6243418578
"672","Houghton and Sunderland South",68324,38489,21218,7105,791,1095,8280,0,2015,0.6243418578
"673","Hove",71720,49819,16426,18294,11240,2568,1206,0,2010,0.3392146965
"674","Hove",73505,52214,22082,20846,1861,3569,3265,0,2015,0.3392146965
"675","Huddersfield",66318,40524,15725,11253,10023,1641,0,0,2010,0.5108125048
"676","Huddersfield",65269,40478,0,10841,2365,2798,5948,0,2015,0.5108125048
"677","Hull East",65710,35144,18180,5593,2294,806,7861,0,2015,NA
"678","Hull East",67530,34184,16387,5667,7790,0,2745,0,2010,NA
"679","Hull North",64148,35336,18661,5306,3175,2066,5762,0,2015,NA
"680","Hull North",64082,33291,13044,4365,12403,478,1358,0,2010,NA
"681","Hull West and Hessle",57264,31505,13378,6361,7636,0,1688,0,2010,NA
"682","Hull West and Hessle",59100,31803,15646,5561,3169,943,6313,0,2015,NA
"683","Huntingdon",82593,55927,10249,29652,4375,2178,9473,0,2015,0.5327471457
"684","Huntingdon",83557,54266,5982,26516,15697,652,3258,0,2010,0.5327471457
"685","Hyndburn",67221,42672,17531,14441,5033,463,1481,0,2010,0.6575179215
"686","Hyndburn",68341,42887,18076,13676,859,1122,9154,0,2015,0.6575179215
"687","Ilford North",75294,48932,21463,20874,1130,1023,4355,0,2015,0.5256689865
"688","Ilford North",72372,47018,16102,21506,5966,572,871,0,2010,0.5256689865
"689","Ilford South",86220,51191,25301,14014,8679,1319,1132,0,2010,0.4387414549
"690","Ilford South",91987,51912,0,13455,1014,1506,2705,0,2015,0.4387414549
"691","Inverclyde",59209,37512,20993,4502,5007,0,433,6577,2010,0.3620342137
"692","Inverclyde",59350,44607,13522,4446,1106,0,715,24585,2015,0.3620342137
"693","Inverness, Nairn, Badenoch and Strathspey",72528,47086,10407,6278,19172,789,574,8803,2010,0.4137974888
"694","Inverness, Nairn, Badenoch and Strathspey",77628,57613,4311,3410,18029,1367,1236,28838,2015,0.4137974888
"695","Ipswich",74499,48694,18061,21794,1400,1736,5703,0,2015,0.5656765982
"696","Ipswich",75770,46941,16292,18371,8556,775,1365,0,2010,0.5656765982
"697","Isle of Wight",109922,70264,8169,32810,22283,931,2435,0,2010,0.6194633409
"698","Isle Of Wight",108804,70300,8984,28591,5235,9404,14888,0,2015,NA
"699","Islington North",73326,49234,29659,8465,3984,5043,1971,0,2015,0.2161112362
"700","Islington North",68119,44554,24276,6339,11875,1348,716,0,2010,0.2161112362
"701","Islington South and Finsbury",67650,43555,18407,8449,14838,710,701,0,2010,0.2828310011
"702","Islington South and Finsbury",68127,44270,22547,9839,4829,3371,3375,0,2015,0.2828310011
"703","Islwyn",54866,34684,17069,4854,3597,0,930,0,2010,0.5886667507
"704","Islwyn",55697,35401,0,5366,950,659,6932,0,2015,0.5886667507
"705","Jarrow",64350,38784,20910,8002,7163,0,0,0,2010,0.6161596892
"706","Jarrow",64002,38564,21464,6584,1238,1310,7583,0,2015,0.6161596892
"707","Keighley",68865,49123,18713,21766,1321,1661,5662,0,2015,0.5332509525
"708","Keighley",65893,47692,17063,20003,7059,0,1470,0,2010,0.5332509525
"709","Kenilworth and Southam",63957,48791,7472,28474,4913,1956,5467,0,2015,0.465989048
"710","Kenilworth and Southam",64362,48431,6949,25945,13393,568,1214,0,2010,0.465989048
"711","Kensington",61133,34828,10838,18199,1962,1765,1557,0,2015,0.3135044346
"712","Kensington",65975,35150,8979,17595,6872,753,754,0,2010,0.3135044346
"713","Kettering",70155,47218,11877,24467,1490,1633,7600,0,2015,0.6098836886
"714","Kettering",68824,47328,14153,23247,7498,0,0,0,2010,0.6098836886
"715","Kilmarnock and Loudoun",75250,53903,0,6752,789,0,0,30000,2015,0.3960825307
"716","Kilmarnock and Loudoun",74131,46553,24460,6592,3419,0,0,12082,2010,0.3960825307
"717","Kingston and Surbiton",81238,59253,8574,23249,20415,2322,4321,0,2015,0.4159414685
"718","Kingston and Surbiton",81115,57111,5337,20868,28428,555,1450,0,2010,0.4159414685
"719","Kingston upon Hull East",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7263315426
"720","Kingston upon Hull North",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599743353
"721","Kingston upon Hull West and Hessle",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6784460334
"722","Kingswood",66361,47906,16917,19362,8072,383,1528,0,2010,0.56835363
"723","Kingswood",68193,48125,14246,23252,1827,1370,7133,0,2015,0.56835363
"724","Kirkcaldy and Cowdenbeath",75941,52892,0,5223,1150,0,1237,27628,2015,0.4166315082
"725","Kirkcaldy and Cowdenbeath",73534,45802,29559,4258,4269,0,760,6550,2010,0.4166315082
"726","Knowsley",79564,44658,31650,4004,5964,0,1145,0,2010,0.5243938607
"727","Knowsley",79108,50728,39628,3367,1490,1270,4973,0,2015,0.5243938607
"728","Lagan Valley",71152,39795,0,654,0,0,2200,0,2015,NA
"729","Lagan Valley",65257,36540,0,0,0,0,0,0,2010,NA
"730","Lanark and Hamilton East",74773,46554,23258,6981,5249,0,616,9780,2010,0.3546686261
"731","Lanark and Hamilton East",79962,55258,16876,8772,1203,0,1431,26976,2015,0.3546686261
"732","Lancashire West",70906,49676,24474,16114,1298,1582,6058,0,2015,NA
"733","Lancashire West",73835,48473,21883,17540,6573,485,1775,0,2010,NA
"734","Lancaster and Fleetwood",67379,42701,15071,15404,8167,1888,1020,0,2010,0.509139906
"735","Lancaster and Fleetwood",61922,41738,17643,16378,1390,2093,4060,0,2015,0.509139906
"736","Leeds Central",81799,45048,24758,7791,1529,3558,7082,0,2015,0.4742583766
"737","Leeds Central",81266,37394,18434,7541,7789,0,0,0,2010,0.4742583766
"738","Leeds East",64754,38196,20530,7997,1296,1117,7256,0,2015,0.6090851152
"739","Leeds East",64698,37813,19056,8763,6618,0,0,0,2010,0.6090851152
"740","Leeds North East",67899,47535,20287,15742,9310,0,842,0,2010,0.373261813
"741","Leeds North East",69097,48291,23137,15887,2569,2541,3706,0,2015,0.373261813
"742","Leeds North West",61974,43357,13041,8083,15948,3042,2997,0,2015,0.3539748898
"743","Leeds North West",65399,43483,9132,11550,20653,508,600,0,2010,0.3539748898
"744","Leeds West",64950,38423,18456,7729,1495,3217,7104,0,2015,0.5497702885
"745","Leeds West",67453,38752,16389,7641,9373,1832,1140,0,2010,0.5497702885
"746","Leicester East",75430,48068,29386,11034,1233,1468,4290,0,2015,0.5316441994
"747","Leicester East",72986,47995,25804,11722,6817,733,725,0,2010,0.5316441994
"748","Leicester South",77175,47124,21479,10066,12671,770,720,0,2010,0.4258202386
"749","Leicester South",73518,45942,0,9628,2127,2533,3832,0,2015,0.4258202386
"750","Leicester West",64900,35819,13745,9728,8107,639,883,0,2010,0.516656347
"751","Leicester West",63204,34522,16051,8848,1507,1878,5950,0,2015,0.516656347
"752","Leicestershire North West",72193,51548,0,25505,2033,1174,8704,0,2015,NA
"753","Leicestershire North West",71217,51952,15636,23147,8639,0,1134,0,2010,NA
"754","Leicestershire South",76851,53926,11876,28700,3987,0,9363,0,2015,NA
"755","Leicestershire South",76633,54577,11392,27000,11476,0,1988,0,2010,NA
"756","Leigh",75903,44332,21295,9284,8049,0,1535,0,2010,0.6345288292
"757","Leigh",75905,45123,24312,10216,1150,0,8903,0,2015,0.6345288292
"758","Lewes",68708,50088,2508,18401,26048,729,1728,0,2010,0.4696810052
"759","Lewes",69481,50540,5000,19206,18123,2784,5427,0,2015,0.4696810052
"760","Lewisham Deptford",73428,47426,28572,7056,2497,5932,2013,0,2015,NA
"761","Lewisham Deptford",67058,41220,22132,5551,9633,2772,0,0,2010,NA
"762","Lewisham East",66913,42923,23907,9574,2455,2429,3886,0,2015,0.3544815509
"763","Lewisham East",65926,41719,17966,9850,11750,624,771,0,2010,0.3544815509
"764","Lewisham West and Penge",69022,45028,18501,11489,12673,931,1117,0,2010,0.3446838064
"765","Lewisham West and Penge",72290,48125,24347,11633,3709,4077,3764,0,2015,0.3446838064
"766","Lewisham, Deptford",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2466929651
"767","Leyton and Wanstead",64580,40703,23856,8939,2304,2974,2341,0,2015,0.3500550486
"768","Leyton and Wanstead",63541,40159,17511,8928,11095,562,1080,0,2010,0.3500550486
"769","Lichfield",74234,51467,10200,28389,2700,1976,8082,0,2015,0.5757439131
"770","Lichfield",72586,51563,10230,28048,10365,0,2920,0,2010,0.5757439131
"771","Lincoln",73540,45721,16105,17163,9256,0,1004,0,2010,0.5731151012
"772","Lincoln",74121,46852,18533,19976,1992,0,5721,0,2015,0.5731151012
"773","Linlithgow and East Falkirk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416080522
"774","Linlithgow and Falkirk East",80907,51450,25634,6146,6589,0,0,13081,2010,NA
"775","Linlithgow and Falkirk East",86955,61597,19121,7384,1252,0,1682,32055,2015,NA
"776","Liverpool Riverside",74539,38801,22998,4243,8825,1355,674,0,2010,NA
"777","Liverpool Riverside",70829,44263,0,4245,1719,5372,2510,0,2015,NA
"778","Liverpool Walton",62612,34335,24709,2241,4891,0,898,0,2010,NA
"779","Liverpool Walton",61908,38403,31222,1802,899,956,3445,0,2015,NA
"780","Liverpool Wavertree",62518,37914,20132,2830,12965,598,890,0,2010,NA
"781","Liverpool Wavertree",61549,40974,0,4098,2454,2140,3375,0,2015,NA
"782","Liverpool West Derby",63082,35784,22953,3311,4486,0,1093,0,2010,NA
"783","Liverpool West Derby",63651,41031,0,2710,959,996,3475,0,2015,NA
"784","Liverpool, Riverside",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2688889708
"785","Liverpool, Walton",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5380360055
"786","Liverpool, Wavertree",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3584956535
"787","Liverpool, West Derby",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5028271159
"788","Livingston",82373,57547,15893,5929,1232,0,1757,32736,2015,0.4381333665
"789","Livingston",75924,47907,23215,5158,5316,0,443,12424,2010,0.4381333665
"790","Llanelli",59314,38574,15948,5534,751,689,6269,0,2015,0.5548355511
"791","Llanelli",55637,37461,15916,5381,3902,0,1047,0,2010,0.5548355511
"792","Londonderry East",63220,34950,0,0,0,0,0,0,2010,NA
"793","Londonderry East",66926,34714,0,422,0,0,0,0,2015,NA
"794","Loughborough",75217,52020,16579,25762,2130,1845,5704,0,2015,0.4966913473
"795","Loughborough",77505,52838,18227,21971,9675,0,925,0,2010,0.4966913473
"796","Louth and Horncastle",77650,50494,8760,25065,11194,0,2183,0,2010,0.6942533714
"797","Louth and Horncastle",74870,50336,9077,25755,2255,1549,10778,0,2015,0.6942533714
"798","Ludlow",66374,48063,5902,26093,6469,2435,7164,0,2015,0.5858418541
"799","Ludlow",66632,48732,3272,25720,15971,447,2127,0,2010,0.5858418541
"800","Luton North",65645,43018,21192,13672,4784,490,1564,0,2010,0.5821161422
"801","Luton North",67329,42571,22243,12739,1299,972,5318,0,2015,0.5821161422
"802","Luton South",65219,42216,14725,12396,9567,366,975,0,2010,0.5544462729
"803","Luton South",67741,42216,0,12949,3183,1237,5129,0,2015,0.5544462729
"804","Macclesfield",75370,50059,10164,23503,11544,840,1418,0,2010,0.4815713063
"805","Macclesfield",71712,49598,11252,26063,3842,2404,6037,0,2015,0.4815713063
"806","Maidenhead",74187,53855,6394,35453,5337,1915,4539,0,2015,0.4541335515
"807","Maidenhead",72844,53720,3795,31937,15168,482,1243,0,2010,0.4541335515
"808","Maidstone and The Weald",73181,50010,5268,22745,12036,1396,7930,0,2015,0.5586830462
"809","Maidstone and The Weald",71041,48928,4769,23491,17602,655,1637,0,2010,0.5586830462
"810","Makerfield",73813,43771,20700,8210,7082,0,0,0,2010,0.6500090381
"811","Makerfield",74320,44788,23208,8752,1639,1136,10053,0,2015,0.6500090381
"812","Maldon",69066,48045,5690,29112,2157,1504,7042,0,2015,0.6131394269
"813","Maldon",68777,47895,6070,28661,9254,0,2446,0,2010,0.6131394269
"814","Manchester Central",90110,39927,21059,4704,10620,915,607,0,2010,0.3665873462
"815","Manchester Central",86078,45331,0,6133,1867,3838,5033,0,2015,0.3665873462
